ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr20@+@45416654^45418772-@45416654^45418852-,chr20,+,45416654^,45418772-,45416654^45418852-
chr20@+@45416343^45418772-@45416343^45418852-,chr20,+,45416343^,45418772-,45416343^45418852-
chr20@+@45416343^45416517-@45416343^45418852-,chr20,+,45416343^,45416517-,45416343^45418852-
chr20@+@45416343^45416517-@45416343^45418772-,chr20,+,45416343^,45416517-,45416343^45418772-
chr20@+@45416694^45419278-@45416694^45419295-,chr20,+,45416694^,45419278-,45416694^45419295-
chr20@+@45416694^45419143-@45416694^45419295-,chr20,+,45416694^,45419143-,45416694^45419295-
chr20@+@45416694^45418772-@45416694^45419295-,chr20,+,45416694^,45418772-,45416694^45419295-
chr20@+@45416694^45419143-@45416694^45419278-,chr20,+,45416694^,45419143-,45416694^45419278-
chr20@+@45416694^45418772-@45416694^45419278-,chr20,+,45416694^,45418772-,45416694^45419278-
chr20@+@45416694^45418772-@45416694^45419143-,chr20,+,45416694^,45418772-,45416694^45419143-
chr20@+@45416694^45418772-@45416694^45418852-45418979^45419295-,chr20,+,45416694^,45418772-,45416694^45418852-45418979^45419295-
chr20@+@45419395^45419473-@45419395^45419508-,chr20,+,45419395^,45419473-,45419395^45419508-
chr20@+@45419395^45419473-@45419395^45419504-,chr20,+,45419395^,45419473-,45419395^45419504-
chr20@+@45419395^45419504-@45419395^45419508-,chr20,+,45419395^,45419504-,45419395^45419508-
chr20@+@45418979^45419504-@45418979^45419508-,chr20,+,45418979^,45419504-,45418979^45419508-
chr20@+@45416343^45419504-@45416343^45419508-,chr20,+,45416343^,45419504-,45416343^45419508-
chr20@+@45419590^45420136-@45419590^45420153-,chr20,+,45419590^,45420136-,45419590^45420153-
chr20@+@45420223^45420312-@45420223^45420332-,chr20,+,45420223^,45420312-,45420223^45420332-
chr20@+@45420429^45420508-@45420429^45420528-,chr20,+,45420429^,45420508-,45420429^45420528-
chr20@+@45424381^45424461-@45424381^45424496-,chr20,+,45424381^,45424461-,45424381^45424496-
chr20@+@45427545^45429445-@45427545^45429481-,chr20,+,45427545^,45429445-,45427545^45429481-
chr20@+@45429670^45446643-@45429670^45447635-,chr20,+,45429670^,45446643-,45429670^45447635-
chr20@+@45429670^45446643-@45429670^45447597-,chr20,+,45429670^,45446643-,45429670^45447597-
chr20@+@45429670^45447597-@45429670^45447635-,chr20,+,45429670^,45447597-,45429670^45447635-
chr20@+@45447816^45448244-@45447816^45451998-,chr20,+,45447816^,45448244-,45447816^45451998-
chr20@-@45545639^45542867-@45545639^45542757-,chr20,-,45545639^,45542867-,45545639^45542757-
chr20@-@45788931^45777209-@45788931^45777206-,chr20,-,45788931^,45777209-,45788931^45777206-
chr20@+@45814470^45815443-@45814470^45815541-,chr20,+,45814470^,45815443-,45814470^45815541-
chr20@+@45838360^45840322-@45838360^45840448-,chr20,+,45838360^,45840322-,45838360^45840448-
chr20@+@45835116^45840322-@45835116^45840448-,chr20,+,45835116^,45840322-,45835116^45840448-
chr20@-@45855159^45853984-@45855159^45853979-,chr20,-,45855159^,45853984-,45855159^45853979-
chr20@-@45844263^45843772-@45844263^45843721-,chr20,-,45844263^,45843772-,45844263^45843721-
chr20@+@45892027^45892273-@45892027^45892398-,chr20,+,45892027^,45892273-,45892027^45892398-
chr20@+@45894741^45894823-@45894741^45894833-,chr20,+,45894741^,45894823-,45894741^45894833-
chr20@+@45897806^45897908-@45897806^45898005-,chr20,+,45897806^,45897908-,45897806^45898005-
chr20@+@46021886^46022843-@46021886^46022930-,chr20,+,46021886^,46022843-,46021886^46022930-
chr20@+@46035042^46035374-@46035042^46035404-,chr20,+,46035042^,46035374-,46035042^46035404-
chr20@+@46118394^46121724-@46118394^46121820-,chr20,+,46118394^,46121724-,46118394^46121820-
chr20@-@46364371^46358958-@46364371^46358763-46358691^46358558-,chr20,-,46364371^,46358958-,46364371^46358763-46358691^46358558-
chr20@-@46364371^46358958-@46364371^46358763-,chr20,-,46364371^,46358958-,46364371^46358763-
chr20@-@46358387^46357773-@46358387^46357702-,chr20,-,46358387^,46357773-,46358387^46357702-
chr20@-@46355802^46355279-@46355802^46355178-,chr20,-,46355802^,46355279-,46355802^46355178-
chr20@-@46355802^46355241-@46355802^46355178-,chr20,-,46355802^,46355241-,46355802^46355178-
chr20@-@46355802^46355279-@46355802^46355241-,chr20,-,46355802^,46355279-,46355802^46355241-
chr20@-@46398697^46394532-@46398697^46394503-,chr20,-,46398697^,46394532-,46398697^46394503-
chr20@-@46406548^46394532-@46406548^46394503-,chr20,-,46406548^,46394532-,46406548^46394503-
chr20@-@46389039^46387437-@46389039^46387431-,chr20,-,46389039^,46387437-,46389039^46387431-
chr20@-@46371352^46370525-@46371352^46370513-,chr20,-,46371352^,46370525-,46371352^46370513-
chr20@-@46504614^46504359-@46504614^46504306-,chr20,-,46504614^,46504359-,46504614^46504306-
chr20@-@46596157^46592529-@46596157^46592446-,chr20,-,46596157^,46592529-,46596157^46592446-
chr20@-@46596157^46592529-@46596157^46592446-,chr20,-,46596157^,46592529-,46596157^46592446-
chr20@-@47310056^47298947-@47310056^47298872-,chr20,-,47310056^,47298947-,47310056^47298872-
chr20@+@47633636^47634018-@47633636^47634048-,chr20,+,47633636^,47634018-,47633636^47634048-
chr20@+@47639202^47639577-@47639202^47639622-,chr20,+,47639202^,47639577-,47639202^47639622-
chr20@-@47661773^47659730-@47661773^47659721-,chr20,-,47661773^,47659730-,47661773^47659721-
chr20@+@48360150^48364894-@48360150^48364998-,chr20,+,48360150^,48364894-,48360150^48364998-
chr20@+@48360150^48364889-@48360150^48364894-,chr20,+,48360150^,48364889-,48360150^48364894-
chr20@+@48360150^48364889-@48360150^48364998-,chr20,+,48360150^,48364889-,48360150^48364998-
chr20@+@48365197^48365873-@48365197^48366474-,chr20,+,48365197^,48365873-,48365197^48366474-
chr20@+@48407404^48409254-@48407404^48409569-,chr20,+,48407404^,48409254-,48407404^48409569-
chr20@-@49135833^49124605-@49135833^49124587-,chr20,-,49135833^,49124605-,49135833^49124587-
chr20@-@49124375^49123235-@49124375^49123229-,chr20,-,49124375^,49123235-,49124375^49123229-
chr20@+@49223433^49224775-@49223433^49224945-,chr20,+,49223433^,49224775-,49223433^49224945-
chr20@-@49278021^49275887-@49278021^49275879-,chr20,-,49278021^,49275887-,49278021^49275879-
chr20@+@49849680^49850762-@49849680^49850810-,chr20,+,49849680^,49850762-,49849680^49850810-
chr20@+@49936552^49941561-@49936552^49941583-,chr20,+,49936552^,49941561-,49936552^49941583-
chr20@+@50172788^50172923-@50172788^50172927-,chr20,+,50172788^,50172923-,50172788^50172927-
chr20@+@50172330^50172923-@50172330^50172927-,chr20,+,50172330^,50172923-,50172330^50172927-
chr20@+@50173017^50173202-@50173017^50173221-,chr20,+,50173017^,50173202-,50173017^50173221-
chr20@+@50172788^50172923-@50172788^50172927-50173017^50173221-,chr20,+,50172788^,50172923-,50172788^50172927-50173017^50173221-
chr20@+@50267663^50275646-@50267663^50275651-,chr20,+,50267663^,50275646-,50267663^50275651-
chr20@+@50308951^50311555-@50308951^50311614-,chr20,+,50308951^,50311555-,50308951^50311614-
chr20@+@50312430^50313300-@50312430^50313484-,chr20,+,50312430^,50313300-,50312430^50313484-
chr20@-@50595369^50594797-@50595369^50594714-,chr20,-,50595369^,50594797-,50595369^50594714-
chr20@-@50902017^50894512-@50902017^50889957-,chr20,-,50902017^,50894512-,50902017^50889957-
chr20@+@50931054^50931372-@50931054^50931375-,chr20,+,50931054^,50931372-,50931054^50931375-
chr20@+@50931449^50933720-@50931449^50933724-,chr20,+,50931449^,50933720-,50931449^50933724-
chr20@-@50941105^50940955-@50941105^50940933-,chr20,-,50941105^,50940955-,50941105^50940933-
chr20@-@50942031^50940955-@50942031^50940933-,chr20,-,50942031^,50940955-,50942031^50940933-
chr20@-@51562560^51524110-@51562560^51523596-,chr20,-,51562560^,51524110-,51562560^51523596-
chr20@-@52191591^52187071-@52191591^52187065-,chr20,-,52191591^,52187071-,52191591^52187065-
chr20@+@52442638^52452359-@52442638^52452364-,chr20,+,52442638^,52452359-,52442638^52452364-
chr20@+@52340652^52452359-@52340652^52452364-,chr20,+,52340652^,52452359-,52340652^52452364-
chr20@+@52442638^52452359-@52442638^52452364-,chr20,+,52442638^,52452359-,52442638^52452364-
chr20@+@52685213^52687949-@52685213^52687952-,chr20,+,52685213^,52687949-,52685213^52687952-
chr20@+@55468214^55664945-@55468214^55664975-,chr20,+,55468214^,55664945-,55468214^55664975-
chr20@+@56392538^56395521-@56392538^56395553-,chr20,+,56392538^,56395521-,56392538^56395553-
chr20@+@56513428^56516935-@56513428^56517106-,chr20,+,56513428^,56516935-,56513428^56517106-
chr20@+@57335455^57335798-@57335455^57335810-,chr20,+,57335455^,57335798-,57335455^57335810-
chr20@+@57335455^57335798-@57335455^57335804-,chr20,+,57335455^,57335798-,57335455^57335804-
chr20@+@57335455^57335804-@57335455^57335810-,chr20,+,57335455^,57335804-,57335455^57335810-
chr20@-@57508606^57507843-@57508606^57507792-,chr20,-,57508606^,57507843-,57508606^57507792-
chr20@-@57508606^57507876-@57508606^57507843-,chr20,-,57508606^,57507876-,57508606^57507843-
chr20@-@57508606^57507876-@57508606^57507792-,chr20,-,57508606^,57507876-,57508606^57507792-
chr20@-@57620262^57616468-@57620262^57615580-,chr20,-,57620262^,57616468-,57620262^57615580-
chr20@-@58243512^58240710-@58243512^58240610-,chr20,-,58243512^,58240710-,58243512^58240610-
chr20@-@58235240^58232922-@58235240^58232829-,chr20,-,58235240^,58232922-,58235240^58232829-
chr20@+@58652138^58667487-@58652138^58667490-,chr20,+,58652138^,58667487-,58652138^58667490-
chr20@+@58668127^58669291-@58668127^58669302-,chr20,+,58668127^,58669291-,58668127^58669302-
chr20@+@58670603^58671154-@58670603^58671164-,chr20,+,58670603^,58671154-,58670603^58671164-
chr20@+@58898985^58903528-@58898985^58903531-,chr20,+,58898985^,58903528-,58898985^58903531-
chr20@+@58895684^58903528-@58895684^58903531-,chr20,+,58895684^,58903528-,58895684^58903531-
chr20@-@59038466^59037299-@59038466^59037280-,chr20,-,59038466^,59037299-,59038466^59037280-
chr20@-@59922390^59921453-@59922390^59921450-,chr20,-,59922390^,59921453-,59922390^59921450-
chr20@+@60088000^60088597-@60088000^60088603-,chr20,+,60088000^,60088597-,60088000^60088603-
chr20@+@60100219^60101092-@60100219^60101095-,chr20,+,60100219^,60101092-,60100219^60101095-
chr20@+@60100219^60100759-@60100219^60101095-,chr20,+,60100219^,60100759-,60100219^60101095-
chr20@+@60100219^60100759-@60100219^60101092-,chr20,+,60100219^,60100759-,60100219^60101092-
chr20@+@60100219^60100759-@60100219^60101095-,chr20,+,60100219^,60100759-,60100219^60101095-
chr20@+@60100219^60117358-@60100219^60117362-,chr20,+,60100219^,60117358-,60100219^60117362-
chr20@+@60123606^60138272-@60123606^60138494-,chr20,+,60123606^,60138272-,60123606^60138494-
chr20@+@60246927^60249494-@60246927^60249532-,chr20,+,60246927^,60249494-,60246927^60249532-
chr20@+@62124780^62126226-@62124780^62126304-,chr20,+,62124780^,62126226-,62124780^62126304-
chr20@-@62138171^62137465-@62138171^62137426-,chr20,-,62138171^,62137465-,62138171^62137426-
chr20@+@62256221^62259981-@62256221^62260017-,chr20,+,62256221^,62259981-,62256221^62260017-
chr20@+@62667910^62668012-@62667910^62668155-,chr20,+,62667910^,62668012-,62667910^62668155-
chr20@+@62667910^62668012-@62667910^62668158-,chr20,+,62667910^,62668012-,62667910^62668158-
chr20@+@62667910^62668155-@62667910^62668158-,chr20,+,62667910^,62668155-,62667910^62668158-
chr20@-@62666385^62663487-@62666385^62663424-,chr20,-,62666385^,62663487-,62666385^62663424-
chr20@-@62776456^62775520-@62776456^62775479-,chr20,-,62776456^,62775520-,62776456^62775479-
chr20@-@62776806^62775520-@62776806^62775479-,chr20,-,62776806^,62775520-,62776806^62775479-
chr20@+@63239233^63239358-@63239233^63239412-,chr20,+,63239233^,63239358-,63239233^63239412-
chr20@+@63285713^63286366-@63285713^63286372-,chr20,+,63285713^,63286366-,63285713^63286372-
chr20@+@63309497^63309755-@63309497^63309758-,chr20,+,63309497^,63309755-,63309497^63309758-
chr20@+@63312055^63312420-@63312055^63312424-,chr20,+,63312055^,63312420-,63312055^63312424-
chr20@+@63314201^63315401-@63314201^63315404-,chr20,+,63314201^,63315401-,63314201^63315404-
chr20@-@63356371^63356109-@63356371^63356084-,chr20,-,63356371^,63356109-,63356371^63356084-
chr20@-@63442406^63439790-@63442406^63439708-,chr20,-,63442406^,63439790-,63442406^63439708-
chr20@-@63439598^63438720-@63439598^63438690-,chr20,-,63439598^,63438720-,63439598^63438690-
chr20@-@63424177^63415126-@63424177^63415090-,chr20,-,63424177^,63415126-,63424177^63415090-
chr20@-@63414903^63414193-@63414903^63414190-,chr20,-,63414903^,63414193-,63414903^63414190-
chr20@-@63499058^63497928-@63499058^63497803-,chr20,-,63499058^,63497928-,63499058^63497803-
chr20@-@63499058^63497928-@63499058^63497783-,chr20,-,63499058^,63497928-,63499058^63497783-
chr20@-@63499058^63497928-@63499058^63497834-,chr20,-,63499058^,63497928-,63499058^63497834-
chr20@-@63499058^63497803-@63499058^63497783-,chr20,-,63499058^,63497803-,63499058^63497783-
chr20@-@63499058^63497834-@63499058^63497803-,chr20,-,63499058^,63497834-,63499058^63497803-
chr20@-@63499058^63497834-@63499058^63497783-,chr20,-,63499058^,63497834-,63499058^63497783-
chr20@+@63661943^63662396-@63661943^63662546-,chr20,+,63661943^,63662396-,63661943^63662546-
chr20@+@63661943^63662474-@63661943^63662546-,chr20,+,63661943^,63662474-,63661943^63662546-
chr20@+@63661943^63662396-@63661943^63662474-,chr20,+,63661943^,63662396-,63661943^63662474-
chr20@+@63693283^63694372-@63693283^63694376-,chr20,+,63693283^,63694372-,63693283^63694376-
chr20@+@63693283^63694319-@63693283^63694372-,chr20,+,63693283^,63694319-,63693283^63694372-
chr20@+@63693283^63694319-@63693283^63694376-,chr20,+,63693283^,63694319-,63693283^63694376-
chr20@-@63707867^63707097-@63707867^63707092-,chr20,-,63707867^,63707097-,63707867^63707092-
chr20@-@63702136^63701900-@63702136^63701898-,chr20,-,63702136^,63701900-,63702136^63701898-
chr20@+@63733739^63734645-@63733739^63734705-,chr20,+,63733739^,63734645-,63733739^63734705-
chr20@+@63737902^63737973-@63737902^63738008-,chr20,+,63737902^,63737973-,63737902^63738008-
chr20@+@63737647^63737821-@63737647^63737845-,chr20,+,63737647^,63737821-,63737647^63737845-
chr20@+@63737902^63737973-@63737902^63738008-,chr20,+,63737902^,63737973-,63737902^63738008-
chr20@+@63737647^63737821-@63737647^63737845-63737902^63737973-,chr20,+,63737647^,63737821-,63737647^63737845-63737902^63737973-
chr20@+@63741479^63741869-@63741479^63742130-,chr20,+,63741479^,63741869-,63741479^63742130-
chr20@+@63865384^63869296-@63865384^63869365-,chr20,+,63865384^,63869296-,63865384^63869365-
chr20@+@64064352^64066406-@64064352^64066476-,chr20,+,64064352^,64066406-,64064352^64066476-
chr20@+@64070414^64070489-@64070414^64070492-,chr20,+,64070414^,64070489-,64070414^64070492-
chr20@+@64070635^64071858-@64070635^64071870-,chr20,+,64070635^,64071858-,64070635^64071870-
chr20@+@64217281^64218830-@64217281^64218911-,chr20,+,64217281^,64218830-,64217281^64218911-
chr20@+@64265429^64267887-@64265429^64267968-,chr20,+,64265429^,64267887-,64265429^64267968-
chr21@+@5025049^5026280-@5025049^5026432-,chr21,+,5025049^,5026280-,5025049^5026432-
chr21@-@5121711^5121111-@5121711^5120889-,chr21,-,5121711^,5121111-,5121711^5120889-
chr21@-@6467448^6465019-@6467448^6464981-,chr21,-,6467448^,6465019-,6467448^6464981-
chr21@-@6670522^6668254-@6670522^6668243-,chr21,-,6670522^,6668254-,6670522^6668243-
chr21@-@6997592^6995324-@6997592^6995313-,chr21,-,6997592^,6995324-,6997592^6995313-
chr21@-@7829517^7828752-@7829517^7828724-,chr21,-,7829517^,7828752-,7829517^7828724-
chr21@-@9808174^9807974-@9808174^9807820-,chr21,-,9808174^,9807974-,9808174^9807820-
chr21@+@10464976^10473010-@10464976^10473028-,chr21,+,10464976^,10473010-,10464976^10473028-
chr21@-@13951067^13945143-@13951067^13945109-,chr21,-,13951067^,13945143-,13951067^13945109-
chr21@+@14084144^14143509-@14084144^14143757-,chr21,+,14084144^,14143509-,14084144^14143757-
chr21@+@14216282^14219553-@14216282^14219563-,chr21,+,14216282^,14219553-,14216282^14219563-
chr21@-@14753801^14753394-@14753801^14753392-,chr21,-,14753801^,14753394-,14753801^14753392-
chr21@-@14750863^14748375-@14750863^14747329-,chr21,-,14750863^,14748375-,14750863^14747329-
chr21@+@16071398^16072963-@16071398^16073234-,chr21,+,16071398^,16072963-,16071398^16073234-
chr21@+@16588747^16589353-@16588747^16589367-,chr21,+,16588747^,16589353-,16588747^16589367-
chr21@+@16607087^16627177-@16607087^16627716-,chr21,+,16607087^,16627177-,16607087^16627716-
chr21@-@20802995^20786111-@20802995^20786088-,chr21,-,20802995^,20786111-,20802995^20786088-
chr21@-@20786036^20782446-@20786036^20782442-,chr21,-,20786036^,20782446-,20786036^20782442-
chr21@-@20780811^20778796-@20780811^20778762-,chr21,-,20780811^,20778796-,20780811^20778762-
chr21@-@20781349^20778796-@20781349^20778762-,chr21,-,20781349^,20778796-,20781349^20778762-
chr21@-@22096529^22043108-@22096529^22043087-,chr21,-,22096529^,22043108-,22096529^22043087-
chr21@-@23372948^23372448-@23372948^23372426-,chr21,-,23372948^,23372448-,23372948^23372426-
chr21@+@24438433^24441780-@24438433^24441795-,chr21,+,24438433^,24441780-,24438433^24441795-
chr21@+@25095153^25101132-@25095153^25101259-,chr21,+,25095153^,25101132-,25095153^25101259-
chr21@-@25429766^25429030-@25429766^25428959-,chr21,-,25429766^,25429030-,25429766^25428959-
chr21@-@25601368^25599866-@25601368^25599836-,chr21,-,25601368^,25599866-,25601368^25599836-
chr21@+@29036374^29037276-@29036374^29037279-,chr21,+,29036374^,29037276-,29036374^29037279-
chr21@-@31124522^31120837-@31124522^31118670-,chr21,-,31124522^,31120837-,31124522^31118670-
chr21@-@31700995^31696750-@31700995^31696736-,chr21,-,31700995^,31696750-,31700995^31696736-
chr21@-@31685398^31685240-@31685398^31685174-,chr21,-,31685398^,31685240-,31685398^31685174-
chr21@-@32612105^32610005-@32612105^32609954-,chr21,-,32612105^,32610005-,32612105^32609954-
chr21@-@32681496^32678810-@32681496^32678801-,chr21,-,32681496^,32678810-,32681496^32678801-
chr21@-@32638908^32634884-@32638908^32634881-,chr21,-,32638908^,32634884-,32638908^32634881-
chr21@+@33230216^33241840-@33230216^33241886-,chr21,+,33230216^,33241840-,33230216^33241886-
chr21@+@33288261^33308185-@33288261^33308976-,chr21,+,33288261^,33308185-,33288261^33308976-
chr21@+@33335647^33340999-@33335647^33341078-,chr21,+,33335647^,33340999-,33335647^33341078-
chr21@+@33403616^33410836-@33403616^33410841-,chr21,+,33403616^,33410836-,33403616^33410841-
chr21@-@33542065^33539356-@33542065^33539323-,chr21,-,33542065^,33539356-,33542065^33539323-
chr21@+@33575893^33576365-@33575893^33576418-,chr21,+,33575893^,33576365-,33575893^33576418-
chr21@-@33587522^33586181-@33587522^33586060-,chr21,-,33587522^,33586181-,33587522^33586060-
chr21@-@33585978^33584768-@33585978^33584726-,chr21,-,33585978^,33584768-,33585978^33584726-
chr21@-@33581302^33579562-@33581302^33579417-,chr21,-,33581302^,33579562-,33581302^33579417-
chr21@-@33641681^33631557-@33641681^33631527-,chr21,-,33641681^,33631557-,33641681^33631527-
chr21@-@33602234^33599285-@33602234^33599248-,chr21,-,33602234^,33599285-,33602234^33599248-
chr21@-@33595731^33591211-@33595731^33591207-,chr21,-,33595731^,33591211-,33595731^33591207-
chr21@-@33595731^33591228-@33595731^33591207-,chr21,-,33595731^,33591228-,33595731^33591207-
chr21@-@33595731^33591228-@33595731^33591211-,chr21,-,33595731^,33591228-,33595731^33591211-
chr21@+@33735204^33750143-@33735204^33750254-,chr21,+,33735204^,33750143-,33735204^33750254-
chr21@+@33767828^33772039-@33767828^33772061-,chr21,+,33767828^,33772039-,33767828^33772061-
chr21@+@33799929^33802430-@33799929^33802437-,chr21,+,33799929^,33802430-,33799929^33802437-
chr21@-@33903935^33903656-@33903935^33903639-,chr21,-,33903935^,33903656-,33903935^33903639-
chr21@+@34399899^34402091-@34399899^34404723-,chr21,+,34399899^,34402091-,34399899^34404723-
chr21@-@34511101^34458764-@34511101^34458736-,chr21,-,34511101^,34458764-,34511101^34458736-
chr21@-@36060347^36058973-@36060347^36058924-,chr21,-,36060347^,36058973-,36060347^36058924-
chr21@-@36060347^36058973-@36060347^36058924-,chr21,-,36060347^,36058973-,36060347^36058924-
chr21@-@36146256^36137308-@36146256^36137176-,chr21,-,36146256^,36137308-,36146256^36137176-
chr21@-@36146256^36137229-@36146256^36137176-,chr21,-,36146256^,36137229-,36146256^36137176-
chr21@-@36146256^36137308-@36146256^36137229-,chr21,-,36146256^,36137308-,36146256^36137229-
chr21@+@37087401^37087833-@37087401^37088196-,chr21,+,37087401^,37087833-,37087401^37088196-
chr21@-@37233362^37232645-@37233362^37232451-,chr21,-,37233362^,37232645-,37233362^37232451-
chr21@-@37232377^37231975-@37232377^37231590-,chr21,-,37232377^,37231975-,37232377^37231590-
chr21@+@37472880^37478181-@37472880^37478208-,chr21,+,37472880^,37478181-,37472880^37478208-
chr21@+@37493163^37496091-@37493163^37496118-,chr21,+,37493163^,37496091-,37493163^37496118-
chr21@+@38122411^38154415-@38122411^38154433-,chr21,+,38122411^,38154415-,38122411^38154433-
chr21@+@38256787^38257046-@38256787^38257104-,chr21,+,38256787^,38257046-,38256787^38257104-
chr21@+@38297023^38299244-@38297023^38299253-,chr21,+,38297023^,38299244-,38297023^38299253-
chr21@+@38806120^38806451-@38806120^38806691-,chr21,+,38806120^,38806451-,38806120^38806691-
chr21@-@39264891^39264685-@39264891^39264564-,chr21,-,39264891^,39264685-,39264891^39264564-
chr21@-@39348292^39347483-@39348292^39347478-,chr21,-,39348292^,39347483-,39348292^39347478-
chr21@+@39393280^39405914-@39393280^39406562-,chr21,+,39393280^,39405914-,39393280^39406562-
chr21@+@39426034^39428232-@39426034^39428324-,chr21,+,39426034^,39428232-,39426034^39428324-
chr21@-@39444135^39435573-@39444135^39435542-,chr21,-,39444135^,39435573-,39444135^39435542-
chr21@-@39435420^39429394-@39435420^39429211-,chr21,-,39435420^,39429394-,39435420^39429211-
chr21@+@39446081^39462375-@39446081^39462380-,chr21,+,39446081^,39462375-,39446081^39462380-
chr21@+@41430608^41432031-@41430608^41432050-,chr21,+,41430608^,41432031-,41430608^41432050-
chr21@-@41715120^41714352-@41715120^41714314-,chr21,-,41715120^,41714352-,41715120^41714314-
chr21@+@41716544^41717001-@41716544^41717026-,chr21,+,41716544^,41717001-,41716544^41717026-
chr21@+@41716544^41717001-@41716544^41717026-,chr21,+,41716544^,41717001-,41716544^41717026-
chr21@-@41837934^41836649-@41837934^41836589-,chr21,-,41837934^,41836649-,41837934^41836589-
chr21@-@41834505^41828333-@41834505^41828281-,chr21,-,41834505^,41828333-,41834505^41828281-
chr21@-@41835437^41828333-@41835437^41828281-,chr21,-,41835437^,41828333-,41835437^41828281-
chr21@-@42002897^42002563-@42002897^42002503-,chr21,-,42002897^,42002563-,42002897^42002503-
chr21@+@42022211^42024306-@42022211^42024583-,chr21,+,42022211^,42024306-,42022211^42024583-
chr21@-@42315293^42313675-@42315293^42313631-,chr21,-,42315293^,42313675-,42315293^42313631-
chr21@-@42350879^42350030-@42350879^42349993-,chr21,-,42350879^,42350030-,42350879^42349993-
chr21@-@42395942^42395658-@42395942^42395468-,chr21,-,42395942^,42395658-,42395942^42395468-
chr21@-@42395324^42390037-@42395324^42390031-,chr21,-,42395324^,42390037-,42395324^42390031-
chr21@-@42380117^42376686-@42380117^42376683-,chr21,-,42380117^,42376686-,42380117^42376683-
chr21@+@42406361^42409422-@42406361^42409454-,chr21,+,42406361^,42409422-,42406361^42409454-
chr21@+@42442596^42443154-@42442596^42443312-,chr21,+,42442596^,42443154-,42442596^42443312-
chr21@+@42653883^42698913-@42653883^42698968-,chr21,+,42653883^,42698913-,42653883^42698968-
chr21@-@43075770^43073341-@43075770^43073303-,chr21,-,43075770^,43073341-,43075770^43073303-
chr21@+@43741771^43743669-@43741771^43743724-,chr21,+,43741771^,43743669-,43741771^43743724-
chr21@+@43753719^43755477-@43753719^43755698-,chr21,+,43753719^,43755477-,43753719^43755698-
chr21@+@43947058^43948154-@43947058^43948274-,chr21,+,43947058^,43948154-,43947058^43948274-
chr21@+@43960779^43967869-@43960779^43967946-,chr21,+,43960779^,43967869-,43960779^43967946-
chr21@+@44140342^44140942-@44140342^44141164-,chr21,+,44140342^,44140942-,44140342^44141164-
chr21@-@44230054^44229044-@44230054^44223078-,chr21,-,44230054^,44229044-,44230054^44223078-
chr21@+@44290068^44291095-@44290068^44291098-,chr21,+,44290068^,44291095-,44290068^44291098-
chr21@+@44293910^44294372-@44293910^44294401-,chr21,+,44293910^,44294372-,44293910^44294401-
chr21@+@44325264^44325732-@44325264^44325961-,chr21,+,44325264^,44325732-,44325264^44325961-
chr21@-@44335758^44333262-@44335758^44333253-,chr21,-,44335758^,44333262-,44335758^44333253-
chr21@-@44331843^44330919-@44331843^44330916-,chr21,-,44331843^,44330919-,44331843^44330916-
chr21@+@44425827^44426660-@44425827^44426700-,chr21,+,44425827^,44426660-,44425827^44426700-
chr21@-@44928654^44921050-@44928654^44920962-,chr21,-,44928654^,44921050-,44928654^44920962-
chr21@-@44910600^44910415-@44910600^44910372-,chr21,-,44910600^,44910415-,44910600^44910372-
chr21@-@44910725^44910415-@44910725^44910372-,chr21,-,44910725^,44910415-,44910725^44910372-
chr21@-@44993904^44991835-@44993904^44991832-,chr21,-,44993904^,44991835-,44993904^44991832-
chr21@+@45505431^45505835-@45505431^45505838-,chr21,+,45505431^,45505835-,45505431^45505838-
chr21@+@45917629^45929917-@45917629^45929920-,chr21,+,45917629^,45929917-,45917629^45929920-
chr21@+@45935305^45940030-@45935305^45940037-,chr21,+,45935305^,45940030-,45935305^45940037-
chr21@+@46125311^46125417-@46125311^46125465-,chr21,+,46125311^,46125417-,46125311^46125465-
chr21@+@46126541^46128903-@46126541^46129196-,chr21,+,46126541^,46128903-,46126541^46129196-
chr21@-@46152907^46152005-@46152907^46151980-,chr21,-,46152907^,46152005-,46152907^46151980-
chr21@-@46145417^46139052-@46145417^46138923-,chr21,-,46145417^,46139052-,46145417^46138923-
chr21@-@46137239^46137073-@46137239^46137053-,chr21,-,46137239^,46137073-,46137239^46137053-
chr21@+@46229363^46240834-@46229363^46240837-,chr21,+,46229363^,46240834-,46229363^46240837-
chr21@+@46229266^46240834-@46229266^46240837-,chr21,+,46229266^,46240834-,46229266^46240837-
chr21@-@46318012^46317348-@46318012^46317268-,chr21,-,46318012^,46317348-,46318012^46317268-
chr21@-@46315474^46315049-@46315474^46314880-,chr21,-,46315474^,46315049-,46315474^46314880-
chr21@-@46318012^46317348-@46318012^46317268-,chr21,-,46318012^,46317348-,46318012^46317268-
chr21@-@46315474^46315049-@46315474^46314880-,chr21,-,46315474^,46315049-,46315474^46314880-
chr21@+@46509376^46511417-@46509376^46511429-,chr21,+,46509376^,46511417-,46509376^46511429-
chr21@+@46648619^46649574-@46648619^46649575-,chr21,+,46648619^,46649574-,46648619^46649575-
chr21@+@46648619^46649513-@46648619^46649575-,chr21,+,46648619^,46649513-,46648619^46649575-
chr22@+@15787282^15788552-@15787282^15788585-,chr22,+,15787282^,15788552-,15787282^15788585-
