ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr16@-@1367242^1366395-@1367092^1366395-,chr16,-,1367242^,1366395-,1367092^1366395-
chr16@-@1434751^1434534-@1434668^1434534-,chr16,-,1434751^,1434534-,1434668^1434534-
chr16@-@1487761^1486579-@1487316^1486579-,chr16,-,1487761^,1486579-,1487316^1486579-
chr16@-@1602411^1584420-@1602370^1592588-1592467^1592318-1592176^1589780-1589605^1588024-1587933^1587304-1587198^1586275-1586130^1584420-,chr16,-,1602411^,1584420-,1602370^1592588-1592467^1592318-1592176^1589780-1589605^1588024-1587933^1587304-1587198^1586275-1586130^1584420-
chr16@-@1526733^1526077-@1526619^1526077-,chr16,-,1526733^,1526077-,1526619^1526077-
chr16@+@1683592^1685439-@1683620^1685439-,chr16,+,1683592^,1685439-,1683620^1685439-
chr16@+@1680498^1685439-@1680587^1685439-,chr16,+,1680498^,1685439-,1680587^1685439-
chr16@+@1743476^1747029-@1745103^1747029-,chr16,+,1743476^,1747029-,1745103^1747029-
chr16@+@1761278^1762351-@1761305^1762351-,chr16,+,1761278^,1762351-,1761305^1762351-
chr16@-@1771305^1771191-@1771280^1771191-,chr16,-,1771305^,1771191-,1771280^1771191-
chr16@-@1771280^1771171-@1771269^1771171-,chr16,-,1771280^,1771171-,1771269^1771171-
chr16@-@1770889^1770766-@1770881^1770766-,chr16,-,1770889^,1770766-,1770881^1770766-
chr16@-@1781358^1778612-@1781193^1778612-,chr16,-,1781358^,1778612-,1781193^1778612-
chr16@+@1786655^1787677-@1786955^1787677-,chr16,+,1786655^,1787677-,1786955^1787677-
chr16@-@1941257^1939143-@1940778^1939143-,chr16,-,1941257^,1939143-,1940778^1939143-
chr16@+@1961258^1961497-@1961291^1961497-,chr16,+,1961258^,1961497-,1961291^1961497-
chr16@+@1961611^1961797-@1961636^1961797-,chr16,+,1961611^,1961797-,1961636^1961797-
chr16@-@1964276^1963256-@1963653^1963256-,chr16,-,1964276^,1963256-,1963653^1963256-
chr16@-@1963149^1962656-@1962736^1962656-,chr16,-,1963149^,1962656-,1962736^1962656-
chr16@-@1962736^1962270-@1962497^1962270-,chr16,-,1962736^,1962270-,1962497^1962270-
chr16@+@1976257^1976814-@1976314^1976814-,chr16,+,1976257^,1976814-,1976314^1976814-
chr16@-@1980656^1980544-@1980641^1980544-,chr16,-,1980656^,1980544-,1980641^1980544-
chr16@-@1980656^1980544-@1980641^1980544-,chr16,-,1980656^,1980544-,1980641^1980544-
chr16@-@2001592^2001191-@2001583^2001191-,chr16,-,2001592^,2001191-,2001583^2001191-
chr16@-@2000409^2000256-@2000391^2000256-,chr16,-,2000409^,2000256-,2000391^2000256-
chr16@-@2046280^2044800-@2046128^2044800-,chr16,-,2046280^,2044800-,2046128^2044800-
chr16@+@2082500^2083695-@2082504^2083695-,chr16,+,2082500^,2083695-,2082504^2083695-
chr16@+@2081798^2083695-@2082504^2083695-,chr16,+,2081798^,2083695-,2082504^2083695-
chr16@+@2081798^2083695-@2082500^2083695-,chr16,+,2081798^,2083695-,2082500^2083695-
chr16@+@2084702^2084951-@2084715^2084951-,chr16,+,2084702^,2084951-,2084715^2084951-
chr16@-@2111816^2106948-@2108252^2108032-2107883^2106948-,chr16,-,2111816^,2106948-,2108252^2108032-2107883^2106948-
chr16@-@2103432^2102970-@2103266^2102970-,chr16,-,2103432^,2102970-,2103266^2102970-
chr16@-@2103266^2102970-@2103105^2102970-,chr16,-,2103266^,2102970-,2103105^2102970-
chr16@-@2103725^2102970-@2103266^2102970-,chr16,-,2103725^,2102970-,2103266^2102970-
chr16@-@2103725^2102970-@2103516^2103390-2103266^2102970-,chr16,-,2103725^,2102970-,2103516^2103390-2103266^2102970-
chr16@-@2103432^2102970-@2103105^2102970-,chr16,-,2103432^,2102970-,2103105^2102970-
chr16@-@2103725^2102970-@2103432^2102970-,chr16,-,2103725^,2102970-,2103432^2102970-
chr16@-@2103725^2102970-@2103105^2102970-,chr16,-,2103725^,2102970-,2103105^2102970-
chr16@+@2234949^2235081-@2235001^2235081-,chr16,+,2234949^,2235081-,2235001^2235081-
chr16@-@2243369^2243224-@2243318^2243224-,chr16,-,2243369^,2243224-,2243318^2243224-
chr16@-@2267189^2264760-@2267175^2264760-,chr16,-,2267189^,2264760-,2267175^2264760-
chr16@-@2264183^2263287-@2264176^2263287-,chr16,-,2264183^,2263287-,2264176^2263287-
chr16@-@2263142^2262842-@2263096^2262842-,chr16,-,2263142^,2262842-,2263096^2262842-
chr16@+@2425049^2425559-@2425086^2425559-,chr16,+,2425049^,2425559-,2425086^2425559-
chr16@+@2528559^2528994-@2528718^2528994-,chr16,+,2528559^,2528994-,2528718^2528994-
chr16@-@2671595^2670974-@2671345^2670974-,chr16,-,2671595^,2670974-,2671345^2670974-
chr16@-@2671595^2670974-@2671345^2671231-2671104^2670974-,chr16,-,2671595^,2670974-,2671345^2671231-2671104^2670974-
chr16@-@2670864^2669561-@2670810^2669561-,chr16,-,2670864^,2669561-,2670810^2669561-
chr16@-@2671345^2669561-@2671024^2669561-,chr16,-,2671345^,2669561-,2671024^2669561-
chr16@-@2671595^2669561-@2671024^2669561-,chr16,-,2671595^,2669561-,2671024^2669561-
chr16@-@2671595^2669561-@2671345^2669561-,chr16,-,2671595^,2669561-,2671345^2669561-
chr16@-@2671595^2669561-@2671345^2671231-2671024^2669561-,chr16,-,2671595^,2669561-,2671345^2671231-2671024^2669561-
chr16@-@2671345^2663407-@2669411^2663407-,chr16,-,2671345^,2663407-,2669411^2663407-
chr16@-@2671595^2663407-@2669411^2663407-,chr16,-,2671595^,2663407-,2669411^2663407-
chr16@-@2671345^2663407-@2671024^2669561-2669411^2663407-,chr16,-,2671345^,2663407-,2671024^2669561-2669411^2663407-
chr16@-@2671595^2663407-@2671024^2669561-2669411^2663407-,chr16,-,2671595^,2663407-,2671024^2669561-2669411^2663407-
chr16@-@2671345^2663407-@2669411^2668040-2667963^2663407-,chr16,-,2671345^,2663407-,2669411^2668040-2667963^2663407-
chr16@-@2671595^2663407-@2669411^2668040-2667963^2663407-,chr16,-,2671595^,2663407-,2669411^2668040-2667963^2663407-
chr16@-@2671595^2663407-@2671345^2663407-,chr16,-,2671595^,2663407-,2671345^2663407-
chr16@-@2671595^2663407-@2671345^2669561-2669411^2663407-,chr16,-,2671595^,2663407-,2671345^2669561-2669411^2663407-
chr16@-@2671595^2663407-@2671345^2671231-2671024^2669561-2669411^2663407-,chr16,-,2671595^,2663407-,2671345^2671231-2671024^2669561-2669411^2663407-
chr16@-@2738442^2737610-@2738369^2737610-,chr16,-,2738442^,2737610-,2738369^2737610-
chr16@+@2821067^2821366-@2821109^2821366-,chr16,+,2821067^,2821366-,2821109^2821366-
chr16@-@2856134^2855851-@2856082^2855851-,chr16,-,2856134^,2855851-,2856082^2855851-
chr16@-@2856134^2854022-@2856082^2855851-2855574^2854022-,chr16,-,2856134^,2854022-,2856082^2855851-2855574^2854022-
chr16@-@2979816^2977031-@2979808^2977031-,chr16,-,2979816^,2977031-,2979808^2977031-
chr16@-@2979808^2977031-@2979648^2977031-,chr16,-,2979808^,2977031-,2979648^2977031-
chr16@-@2979816^2977031-@2979648^2977031-,chr16,-,2979816^,2977031-,2979648^2977031-
chr16@-@2979808^2977031-@2979648^2977031-,chr16,-,2979808^,2977031-,2979648^2977031-
chr16@+@3050545^3055830-@3050546^3055830-,chr16,+,3050545^,3055830-,3050546^3055830-
chr16@+@3065655^3065784-@3065687^3065784-,chr16,+,3065655^,3065784-,3065687^3065784-
chr16@+@3065655^3065784-@3065710^3065784-,chr16,+,3065655^,3065784-,3065710^3065784-
chr16@+@3067415^3067984-@3067613^3067984-,chr16,+,3067415^,3067984-,3067613^3067984-
chr16@+@3067415^3068180-@3067613^3068180-,chr16,+,3067415^,3068180-,3067613^3068180-
chr16@+@3067415^3068180-@3067613^3067984-3068010^3068180-,chr16,+,3067415^,3068180-,3067613^3067984-3068010^3068180-
chr16@-@3092677^3091828-@3092542^3091828-,chr16,-,3092677^,3091828-,3092542^3091828-
chr16@-@3092677^3091828-@3092542^3092316-3092049^3091828-,chr16,-,3092677^,3091828-,3092542^3092316-3092049^3091828-
chr16@-@3129461^3124898-@3129248^3124898-,chr16,-,3129461^,3124898-,3129248^3124898-
chr16@-@3244254^3243892-@3244136^3243892-,chr16,-,3244254^,3243892-,3244136^3243892-
chr16@+@3443827^3448471-@3443893^3448471-,chr16,+,3443827^,3448471-,3443893^3448471-
chr16@+@3443827^3479471-@3443893^3448471-3448540^3476222-3476337^3479471-,chr16,+,3443827^,3479471-,3443893^3448471-3448540^3476222-3476337^3479471-
chr16@+@3485061^3485467-@3485083^3485467-,chr16,+,3485061^,3485467-,3485083^3485467-
chr16@+@3485061^3485467-@3485083^3485467-,chr16,+,3485061^,3485467-,3485083^3485467-
chr16@+@3655937^3656102-@3655966^3656102-,chr16,+,3655937^,3656102-,3655966^3656102-
chr16@-@3993406^3992363-@3993349^3992363-,chr16,-,3993406^,3992363-,3993349^3992363-
chr16@-@3993406^3989096-@3993349^3992363-3992146^3989096-,chr16,-,3993406^,3989096-,3993349^3992363-3992146^3989096-
chr16@-@4246989^4246860-@4246973^4246860-,chr16,-,4246989^,4246860-,4246973^4246860-
chr16@-@4407562^4405567-@4407501^4405567-,chr16,-,4407562^,4405567-,4407501^4405567-
chr16@-@4471357^4469465-@4471314^4469465-,chr16,-,4471357^,4469465-,4471314^4469465-
chr16@-@4463678^4461959-@4463642^4461959-,chr16,-,4463678^,4461959-,4463642^4461959-
chr16@-@4463678^4461959-@4463660^4461959-,chr16,-,4463678^,4461959-,4463660^4461959-
chr16@-@4463678^4461959-@4463660^4463512-4463420^4461959-,chr16,-,4463678^,4461959-,4463660^4463512-4463420^4461959-
chr16@-@4463660^4461959-@4463642^4461959-,chr16,-,4463660^,4461959-,4463642^4461959-
chr16@+@4483738^4505484-@4483754^4505484-,chr16,+,4483738^,4505484-,4483754^4505484-
chr16@-@4514631^4513851-@4514575^4513851-,chr16,-,4514631^,4513851-,4514575^4513851-
chr16@-@4514631^4513851-@4514575^4514144-4514046^4513851-,chr16,-,4514631^,4513851-,4514575^4514144-4514046^4513851-
chr16@-@4513816^4512947-@4513696^4512947-,chr16,-,4513816^,4512947-,4513696^4512947-
chr16@+@4694238^4694958-@4694308^4694958-,chr16,+,4694238^,4694958-,4694308^4694958-
chr16@-@4702102^4699176-@4701434^4701134-4700970^4699176-,chr16,-,4702102^,4699176-,4701434^4701134-4700970^4699176-
chr16@+@4737946^4740153-@4737988^4740153-,chr16,+,4737946^,4740153-,4737988^4740153-
chr16@+@4746512^4746927-@4746521^4746927-,chr16,+,4746512^,4746927-,4746521^4746927-
chr16@-@4787480^4786105-@4787469^4786105-,chr16,-,4787480^,4786105-,4787469^4786105-
chr16@-@4783462^4779786-@4783317^4779786-,chr16,-,4783462^,4779786-,4783317^4779786-
chr16@+@4796033^4796190-@4796048^4796190-,chr16,+,4796033^,4796190-,4796048^4796190-
chr16@-@4801267^4800578-@4801050^4800578-,chr16,-,4801267^,4800578-,4801050^4800578-
chr16@+@4860953^4868833-@4861102^4868833-,chr16,+,4860953^,4868833-,4861102^4868833-
chr16@-@5033341^5031884-@5033273^5031884-,chr16,-,5033341^,5031884-,5033273^5031884-
chr16@+@5079102^5079748-@5079106^5079748-,chr16,+,5079102^,5079748-,5079106^5079748-
chr16@-@5095452^5091895-@5095375^5091895-,chr16,-,5095452^,5091895-,5095375^5091895-
chr16@-@5095452^5090565-@5095375^5091895-5091794^5090565-,chr16,-,5095452^,5090565-,5095375^5091895-5091794^5090565-
chr16@-@5090432^5089256-@5090084^5089256-,chr16,-,5090432^,5089256-,5090084^5089256-
chr16@+@6019901^6316995-@6019992^6316995-,chr16,+,6019901^,6316995-,6019992^6316995-
chr16@-@8923354^8921295-@8923215^8921295-,chr16,-,8923354^,8921295-,8923215^8921295-
chr16@+@9490097^9501492-@9490425^9501492-,chr16,+,9490097^,9501492-,9490425^9501492-
chr16@+@9467010^9501492-@9467028^9501492-,chr16,+,9467010^,9501492-,9467028^9501492-
chr16@+@9490097^9501724-@9490425^9501492-9501611^9501724-,chr16,+,9490097^,9501724-,9490425^9501492-9501611^9501724-
chr16@+@9490097^9514699-@9490425^9501492-9501611^9501724-9501787^9514699-,chr16,+,9490097^,9514699-,9490425^9501492-9501611^9501724-9501787^9514699-
chr16@+@10387484^10414574-@10387494^10414574-,chr16,+,10387484^,10414574-,10387494^10414574-
chr16@+@11003257^11020193-@11003305^11020193-,chr16,+,11003257^,11020193-,11003305^11020193-
chr16@+@11044072^11047292-@11044105^11047292-,chr16,+,11044072^,11047292-,11044105^11047292-
chr16@-@11761468^11758539-@11761406^11758539-,chr16,-,11761468^,11758539-,11761406^11758539-
chr16@-@11828699^11821755-@11828322^11824739-11824527^11821755-,chr16,-,11828699^,11821755-,11828322^11824739-11824527^11821755-
chr16@-@11821638^11820297-@11821634^11820297-,chr16,-,11821638^,11820297-,11821634^11820297-
chr16@+@13350421^13474210-@13350616^13474210-,chr16,+,13350421^,13474210-,13350616^13474210-
chr16@+@14247357^14248926-@14247507^14248926-,chr16,+,14247357^,14248926-,14247507^14248926-
chr16@+@14322543^14322968-@14322547^14322968-,chr16,+,14322543^,14322968-,14322547^14322968-
chr16@+@14322543^14323297-@14322547^14323297-,chr16,+,14322543^,14323297-,14322547^14323297-
chr16@+@14322543^14326013-@14322547^14326013-,chr16,+,14322543^,14326013-,14322547^14326013-
chr16@+@14322543^14326013-@14322547^14323297-14323383^14325551-14325590^14326013-,chr16,+,14322543^,14326013-,14322547^14323297-14323383^14325551-14325590^14326013-
chr16@+@14322543^14326013-@14322547^14323297-14323383^14326013-,chr16,+,14322543^,14326013-,14322547^14323297-14323383^14326013-
chr16@+@14322543^14326013-@14322547^14323225-14323383^14326013-,chr16,+,14322543^,14326013-,14322547^14323225-14323383^14326013-
chr16@-@14628191^14627136-@14628172^14627336-14627269^14627136-,chr16,-,14628191^,14627136-,14628172^14627336-14627269^14627136-
chr16@-@14628172^14617650-@14627106^14617650-,chr16,-,14628172^,14617650-,14627106^14617650-
chr16@-@14628172^14604226-@14627106^14617650-14617590^14610809-14610644^14609123-14609058^14608319-14608281^14606526-14606484^14604226-,chr16,-,14628172^,14604226-,14627106^14617650-14617590^14610809-14610644^14609123-14609058^14608319-14608281^14606526-14606484^14604226-
chr16@-@14593301^14586361-@14591913^14586361-,chr16,-,14593301^,14586361-,14591913^14586361-
chr16@-@14593301^14584422-@14591913^14586361-14586318^14584791-14584749^14584422-,chr16,-,14593301^,14584422-,14591913^14586361-14586318^14584791-14584749^14584422-
chr16@+@14895641^14895973-@14895694^14895973-,chr16,+,14895641^,14895973-,14895694^14895973-
chr16@+@14929421^14930166-@14930031^14930166-,chr16,+,14929421^,14930166-,14930031^14930166-
chr16@+@14949037^14950050-@14949936^14950050-,chr16,+,14949037^,14950050-,14949936^14950050-
chr16@+@15001856^15004187-@15001887^15004187-,chr16,+,15001856^,15004187-,15001887^15004187-
chr16@+@15001788^15033278-@15001856^15004187-15004333^15006394-15006583^15008779-15008847^15009681-15009759^15016129-15016213^15017120-15017168^15017321-15017422^15018840-15018965^15022704-15022754^15026643-15026706^15028878-15028966^15029951-15030056^15031735-15031906^15032861-15032979^15033278-,chr16,+,15001788^,15033278-,15001856^15004187-15004333^15006394-15006583^15008779-15008847^15009681-15009759^15016129-15016213^15017120-15017168^15017321-15017422^15018840-15018965^15022704-15022754^15026643-15026706^15028878-15028966^15029951-15030056^15031735-15031906^15032861-15032979^15033278-
chr16@+@15001788^15033278-@15001856^15004187-15004333^15006394-15006583^15008779-15008847^15009681-15009759^15016129-15016213^15017120-15017168^15017321-15017422^15018840-15018965^15022704-15022754^15026643-15026706^15028878-15028966^15029951-15030056^15031735-15032979^15033278-,chr16,+,15001788^,15033278-,15001856^15004187-15004333^15006394-15006583^15008779-15008847^15009681-15009759^15016129-15016213^15017120-15017168^15017321-15017422^15018840-15018965^15022704-15022754^15026643-15026706^15028878-15028966^15029951-15030056^15031735-15032979^15033278-
chr16@-@15048078^15047920-@15047997^15047920-,chr16,-,15048078^,15047920-,15047997^15047920-
chr16@-@15047442^15044407-@15047418^15044407-,chr16,-,15047442^,15044407-,15047418^15044407-
chr16@-@16221649^16219947-@16221613^16219947-,chr16,-,16221649^,16219947-,16221613^16219947-
chr16@+@16335992^16340306-@16336137^16340306-,chr16,+,16335992^,16340306-,16336137^16340306-
chr16@-@18790310^18789118-@18790244^18789118-,chr16,-,18790310^,18789118-,18790244^18789118-
chr16@-@18798723^18793370-@18798701^18798044-18797925^18794683-18794599^18793370-,chr16,-,18798723^,18793370-,18798701^18798044-18797925^18794683-18794599^18793370-
chr16@-@18798723^18793370-@18798701^18798044-18797925^18795581-18795464^18794683-18794599^18793370-,chr16,-,18798723^,18793370-,18798701^18798044-18797925^18795581-18795464^18794683-18794599^18793370-
chr16@-@18868633^18868354-@18868523^18868354-,chr16,-,18868633^,18868354-,18868523^18868354-
chr16@+@19035810^19037874-@19035823^19037874-,chr16,+,19035810^,19037874-,19035823^19037874-
chr16@+@19074035^19075721-@19074097^19075721-,chr16,+,19074035^,19075721-,19074097^19075721-
chr16@-@19507687^19505092-@19507655^19505092-,chr16,-,19507687^,19505092-,19507655^19505092-
chr16@+@19525019^19525719-@19525224^19525719-,chr16,+,19525019^,19525719-,19525224^19525719-
chr16@+@19581653^19601664-@19581654^19601664-,chr16,+,19581653^,19601664-,19581654^19601664-
chr16@-@20326338^20324256-@20326256^20324256-,chr16,-,20326338^,20324256-,20326256^20324256-
chr16@-@20349801^20349212-@20349708^20349212-,chr16,-,20349801^,20349212-,20349708^20349212-
chr16@-@20627256^20624215-@20627189^20625522-20625423^20624215-,chr16,-,20627256^,20624215-,20627189^20625522-20625423^20624215-
chr16@-@20806047^20803670-@20806010^20803670-,chr16,-,20806047^,20803670-,20806010^20803670-
chr16@+@20920606^20921302-@20920674^20921302-,chr16,+,20920606^,20921302-,20920674^20921302-
chr16@-@21411265^21411078-@21411242^21411078-,chr16,-,21411265^,21411078-,21411242^21411078-
chr16@-@21647307^21644396-@21647133^21644396-,chr16,-,21647307^,21644396-,21647133^21644396-
chr16@+@21701027^21705169-@21701069^21705169-,chr16,+,21701027^,21705169-,21701069^21705169-
chr16@+@21701027^21709888-@21701069^21705169-21705292^21709888-,chr16,+,21701027^,21709888-,21701069^21705169-21705292^21709888-
chr16@-@21851915^21847541-@21851770^21847541-,chr16,-,21851915^,21847541-,21851770^21847541-
chr16@+@22258695^22260462-@22258827^22260462-,chr16,+,22258695^,22260462-,22258827^22260462-
chr16@+@22513600^22513764-@22513610^22513764-,chr16,+,22513600^,22513764-,22513610^22513764-
chr16@+@22519269^22523820-@22519414^22523820-,chr16,+,22519269^,22523820-,22519414^22523820-
chr16@+@22527642^22527829-@22527665^22527829-,chr16,+,22527642^,22527829-,22527665^22527829-
chr16@-@23495694^23494378-@23495689^23494378-,chr16,-,23495694^,23494378-,23495689^23494378-
chr16@-@23495714^23494378-@23495694^23494378-,chr16,-,23495714^,23494378-,23495694^23494378-
chr16@-@23495694^23494378-@23495689^23494378-,chr16,-,23495694^,23494378-,23495689^23494378-
chr16@-@23495714^23494378-@23495689^23494378-,chr16,-,23495714^,23494378-,23495689^23494378-
chr16@-@23494303^23493458-@23494299^23493458-,chr16,-,23494303^,23493458-,23494299^23493458-
chr16@-@23553044^23552304-@23553007^23552304-,chr16,-,23553044^,23552304-,23553007^23552304-
chr16@-@23557205^23552304-@23556890^23552304-,chr16,-,23557205^,23552304-,23556890^23552304-
chr16@+@23689676^23689860-@23689772^23689860-,chr16,+,23689676^,23689860-,23689772^23689860-
chr16@+@25076183^25078444-@25076274^25078444-,chr16,+,25076183^,25078444-,25076274^25078444-
chr16@+@25128566^25132402-@25128570^25132402-,chr16,+,25128566^,25132402-,25128570^25132402-
chr16@+@25170797^25174937-@25170805^25174937-,chr16,+,25170797^,25174937-,25170805^25174937-
chr16@+@27219046^27220393-@27219110^27220393-,chr16,+,27219046^,27220393-,27219110^27220393-
chr16@+@27219046^27220566-@27219110^27220393-27220485^27220566-,chr16,+,27219046^,27220566-,27219110^27220393-27220485^27220566-
chr16@+@27219046^27220566-@27219110^27220566-,chr16,+,27219046^,27220566-,27219110^27220566-
chr16@-@27241799^27235299-@27241353^27235299-,chr16,-,27241799^,27235299-,27241353^27235299-
chr16@-@27226720^27225236-@27225726^27225236-,chr16,-,27226720^,27225236-,27225726^27225236-
chr16@-@27471748^27470395-@27471565^27470395-,chr16,-,27471748^,27470395-,27471565^27470395-
chr16@-@27464395^27463592-@27464320^27463592-,chr16,-,27464395^,27463592-,27464320^27463592-
chr16@-@27718334^27708918-@27718243^27708918-,chr16,-,27718334^,27708918-,27718243^27708918-
chr16@-@28482608^28482382-@28482477^28482382-,chr16,-,28482608^,28482382-,28482477^28482382-
chr16@-@28477464^28466902-@28477012^28466902-,chr16,-,28477464^,28466902-,28477012^28466902-
chr16@-@28491714^28489386-@28491482^28489386-,chr16,-,28491714^,28489386-,28491482^28489386-
chr16@-@28487456^28484118-@28486578^28486524-28486347^28484118-,chr16,-,28487456^,28484118-,28486578^28486524-28486347^28484118-
chr16@-@28487456^28482672-@28486578^28486524-28486347^28484118-28484006^28482672-,chr16,-,28487456^,28482672-,28486578^28486524-28486347^28484118-28484006^28482672-
chr16@-@28482608^28482382-@28482477^28482382-,chr16,-,28482608^,28482382-,28482477^28482382-
chr16@+@28836176^28836728-@28836485^28836728-,chr16,+,28836176^,28836728-,28836485^28836728-
chr16@+@28836122^28836728-@28836485^28836728-,chr16,+,28836122^,28836728-,28836485^28836728-
chr16@+@28836122^28836728-@28836176^28836326-28836490^28836728-,chr16,+,28836122^,28836728-,28836176^28836326-28836490^28836728-
chr16@+@28836122^28836728-@28836176^28836728-,chr16,+,28836122^,28836728-,28836176^28836728-
chr16@+@28836122^28836751-@28836176^28836751-,chr16,+,28836122^,28836751-,28836176^28836751-
chr16@+@28872705^28873170-@28872758^28873170-,chr16,+,28872705^,28873170-,28872758^28873170-
chr16@+@28872705^28873447-@28872758^28873170-28873269^28873447-,chr16,+,28872705^,28873447-,28872758^28873170-28873269^28873447-
chr16@+@28872705^28873447-@28872758^28873447-,chr16,+,28872705^,28873447-,28872758^28873447-
chr16@+@28892431^28894155-@28892659^28894155-,chr16,+,28892431^,28894155-,28892659^28894155-
chr16@+@29094330^29096131-@29094408^29096131-,chr16,+,29094330^,29096131-,29094408^29096131-
chr16@+@29326483^29328562-@29326487^29328562-,chr16,+,29326483^,29328562-,29326487^29328562-
chr16@-@29454016^29447026-@29452109^29450276-29450112^29447026-,chr16,-,29454016^,29447026-,29452109^29450276-29450112^29447026-
chr16@+@29461738^29461853-@29461763^29461853-,chr16,+,29461738^,29461853-,29461763^29461853-
chr16@-@29465478^29465337-@29465395^29465337-,chr16,-,29465478^,29465337-,29465395^29465337-
chr16@-@29500143^29495607-@29499998^29495607-,chr16,-,29500143^,29495607-,29499998^29495607-
chr16@+@29694755^29696996-@29695199^29696996-,chr16,+,29694755^,29696996-,29695199^29696996-
chr16@+@29797088^29798374-@29797093^29798374-,chr16,+,29797088^,29798374-,29797093^29798374-
chr16@+@29804065^29804814-@29804107^29804814-,chr16,+,29804065^,29804814-,29804107^29804814-
chr16@+@29813778^29814333-@29814009^29814333-,chr16,+,29813778^,29814333-,29814009^29814333-
chr16@+@29813775^29814333-@29814009^29814333-,chr16,+,29813775^,29814333-,29814009^29814333-
chr16@+@29813933^29814333-@29814009^29814333-,chr16,+,29813933^,29814333-,29814009^29814333-
chr16@+@29813393^29814333-@29814009^29814333-,chr16,+,29813393^,29814333-,29814009^29814333-
chr16@+@29813775^29814333-@29813778^29814333-,chr16,+,29813775^,29814333-,29813778^29814333-
chr16@+@29813778^29814333-@29813933^29814333-,chr16,+,29813778^,29814333-,29813933^29814333-
chr16@+@29813393^29814333-@29813778^29814333-,chr16,+,29813393^,29814333-,29813778^29814333-
chr16@+@29813775^29814333-@29813933^29814333-,chr16,+,29813775^,29814333-,29813933^29814333-
chr16@+@29813393^29814333-@29813775^29814333-,chr16,+,29813393^,29814333-,29813775^29814333-
chr16@+@29813393^29814333-@29813933^29814333-,chr16,+,29813393^,29814333-,29813933^29814333-
chr16@+@29813393^29814344-@29813933^29814344-,chr16,+,29813393^,29814344-,29813933^29814344-
chr16@+@29834066^29835704-@29834397^29835704-,chr16,+,29834066^,29835704-,29834397^29835704-
chr16@-@29911815^29911557-@29911661^29911557-,chr16,-,29911815^,29911557-,29911661^29911557-
chr16@-@29994648^29993808-@29993906^29993808-,chr16,-,29994648^,29993808-,29993906^29993808-
chr16@+@30001530^30005221-@30004657^30005221-,chr16,+,30001530^,30005221-,30004657^30005221-
chr16@+@30001530^30005221-@30003013^30003436-30003526^30003650-30003714^30004555-30004657^30005221-,chr16,+,30001530^,30005221-,30003013^30003436-30003526^30003650-30003714^30004555-30004657^30005221-
chr16@-@30009004^30007299-@30008996^30007299-,chr16,-,30009004^,30007299-,30008996^30007299-
chr16@-@30006856^30006677-@30006785^30006677-,chr16,-,30006856^,30006677-,30006785^30006677-
chr16@+@30064071^30064424-@30064248^30064424-,chr16,+,30064071^,30064424-,30064248^30064424-
chr16@+@30067333^30067450-@30067366^30067450-,chr16,+,30067333^,30067450-,30067366^30067450-
chr16@+@30068978^30069306-@30068990^30069306-,chr16,+,30068978^,30069306-,30068990^30069306-
chr16@+@30068978^30069499-@30068990^30069306-30069389^30069499-,chr16,+,30068978^,30069499-,30068990^30069306-30069389^30069499-
chr16@+@30082847^30083394-@30082963^30083394-,chr16,+,30082847^,30083394-,30082963^30083394-
chr16@-@30095103^30094897-@30094998^30094897-,chr16,-,30095103^,30094897-,30094998^30094897-
chr16@-@30108213^30105009-@30108121^30105009-,chr16,-,30108213^,30105009-,30108121^30105009-
chr16@-@30118099^30117784-@30118047^30117784-,chr16,-,30118099^,30117784-,30118047^30117784-
chr16@-@30117154^30117003-@30117137^30117003-,chr16,-,30117154^,30117003-,30117137^30117003-
chr16@+@30185407^30186816-@30186720^30186816-,chr16,+,30185407^,30186816-,30186720^30186816-
chr16@-@30204827^30204686-@30204745^30204686-,chr16,-,30204827^,30204686-,30204745^30204686-
chr16@-@30379932^30379534-@30379766^30379534-,chr16,-,30379932^,30379534-,30379766^30379534-
chr16@-@30572122^30571123-@30571434^30571123-,chr16,-,30572122^,30571123-,30571434^30571123-
chr16@-@30585167^30583443-@30585122^30583443-,chr16,-,30585167^,30583443-,30585122^30583443-
chr16@+@30751217^30751549-@30751281^30751549-,chr16,+,30751217^,30751549-,30751281^30751549-
chr16@-@30759178^30757654-@30759012^30757654-,chr16,-,30759178^,30757654-,30759012^30757654-
chr16@+@30928499^30930073-@30928628^30930073-,chr16,+,30928499^,30930073-,30928628^30930073-
chr16@+@30928628^30930073-@30928630^30930073-,chr16,+,30928628^,30930073-,30928630^30930073-
chr16@+@30928499^30930073-@30928630^30930073-,chr16,+,30928499^,30930073-,30928630^30930073-
chr16@+@30985824^30986049-@30985947^30986049-,chr16,+,30985824^,30986049-,30985947^30986049-
chr16@-@31072886^31064481-@31072740^31064481-,chr16,-,31072886^,31064481-,31072740^31064481-
chr16@-@31064295^31062280-@31063813^31062280-,chr16,-,31064295^,31062280-,31063813^31062280-
chr16@-@31142496^31141960-@31142481^31141960-,chr16,-,31142496^,31141960-,31142481^31141960-
chr16@-@31140679^31139416-@31140492^31140415-31140294^31139416-,chr16,-,31140679^,31139416-,31140492^31140415-31140294^31139416-
chr16@+@31473556^31473835-@31473734^31473835-,chr16,+,31473556^,31473835-,31473734^31473835-
chr16@+@31473734^31474152-@31473977^31474152-,chr16,+,31473734^,31474152-,31473977^31474152-
